feature,SQLite,PostgreSQL,HyPer,Python
10,119.12431609269831,22.029400689521758,14.493848511381975,227.69181838137212
12,14.926119562799407,2.2263973767138623,6.937247534330036,171.62088923498314
14,3.78847735867501,0.4206655981598584,2.8992787129398785,73.01099951687446
16,0.3401519554996189,0.062253167305575195,0.6942349007820534,47.761066402692215
